Accommodation name,Property ID,Date,Day,Price per night without tax,Year,Month,Day of the Week,Weekend
Test home 1,123456,2023-02-11,5,104.0,2023,2,Saturday,True
Test home 1,123456,2023-02-12,6,68.0,2023,2,Sunday,True
Test home 1,123456,2023-02-13,0,64.0,2023,2,Monday,False
Test home 1,123456,2023-02-14,1,64.0,2023,2,Tuesday,False
Test home 1,123456,2023-02-15,2,77.0,2023,2,Wednesday,False
Test home 1,123456,2023-02-16,3,227.0,2023,2,Thursday,False
Test home 1,123456,2023-02-17,4,213.0,2023,2,Friday,False
Test home 1,123456,2023-02-18,5,281.0,2023,2,Saturday,True
Test home 1,123456,2023-02-19,6,235.0,2023,2,Sunday,True
Test home 1,123456,2023-02-20,0,189.0,2023,2,Monday,False
Test home 1,123456,2023-02-21,1,83.0,2023,2,Tuesday,False
Test home 1,123456,2023-02-22,2,87.0,2023,2,Wednesday,False
Test home 1,123456,2023-02-23,3,100.0,2023,2,Thursday,False
Test home 1,123456,2023-02-24,4,125.0,2023,2,Friday,False
Test home 1,123456,2023-02-25,5,125.0,2023,2,Saturday,True
Test home 1,123456,2023-02-26,6,409.0,2023,2,Sunday,True
Test home 1,123456,2023-02-27,0,387.0,2023,2,Monday,False
Test home 1,123456,2023-02-28,1,378.0,2023,2,Tuesday,False
Test home 1,123456,2023-03-01,2,252.0,2023,3,Wednesday,False
Test home 1,123456,2023-03-02,3,109.0,2023,3,Thursday,False
Test home 1,123456,2023-03-03,4,151.0,2023,3,Friday,False
Test home 1,123456,2023-03-04,5,153.0,2023,3,Saturday,True
Test home 1,123456,2023-03-05,6,121.0,2023,3,Sunday,True
Test home 1,123456,2023-03-06,0,89.0,2023,3,Monday,False
Test home 1,123456,2023-03-07,1,75.0,2023,3,Tuesday,False
Test home 1,123456,2023-03-08,2,75.0,2023,3,Wednesday,False
Test home 1,123456,2023-03-09,3,88.0,2023,3,Thursday,False
Test home 1,123456,2023-03-10,4,143.0,2023,3,Friday,False
Test home 1,123456,2023-03-11,5,138.0,2023,3,Saturday,True
Test home 1,123456,2023-03-12,6,80.0,2023,3,Sunday,True
Test home 1,123456,2023-03-13,0,80.0,2023,3,Monday,False
Test home 1,123456,2023-03-14,1,80.0,2023,3,Tuesday,False
Test home 1,123456,2023-03-15,2,80.0,2023,3,Wednesday,False
Test home 1,123456,2023-03-16,3,99.0,2023,3,Thursday,False
Test home 1,123456,2023-03-17,4,119.0,2023,3,Friday,False
Test home 1,123456,2023-03-18,5,210.0,2023,3,Saturday,True
Test home 1,123456,2023-03-19,6,100.0,2023,3,Sunday,True
Test home 1,123456,2023-03-20,0,75.0,2023,3,Monday,False
Test home 1,123456,2023-03-21,1,70.0,2023,3,Tuesday,False
Test home 1,123456,2023-03-22,2,70.0,2023,3,Wednesday,False
Test home 1,123456,2023-03-23,3,85.0,2023,3,Thursday,False
Test home 1,123456,2023-03-24,4,118.0,2023,3,Friday,False
Test home 1,123456,2023-03-25,5,250.0,2023,3,Saturday,True
Test home 1,123456,2023-03-26,6,231.0,2023,3,Sunday,True
Test home 1,123456,2023-03-27,0,156.0,2023,3,Monday,False
Test home 1,123456,2023-03-28,1,154.0,2023,3,Tuesday,False
Test home 1,123456,2023-03-29,2,156.0,2023,3,Wednesday,False
Test home 1,123456,2023-03-30,3,80.0,2023,3,Thursday,False
Test home 1,123456,2023-03-31,4,99.0,2023,3,Friday,False
Test home 1,123456,2023-04-01,5,284.0,2023,4,Saturday,True
Test home 1,123456,2023-04-02,6,105.0,2023,4,Sunday,True
Test home 1,123456,2023-04-03,0,122.0,2023,4,Monday,False
Test home 1,123456,2023-04-04,1,125.0,2023,4,Tuesday,False
Test home 1,123456,2023-04-05,2,163.0,2023,4,Wednesday,False
Test home 1,123456,2023-04-06,3,113.0,2023,4,Thursday,False
Test home 1,123456,2023-04-07,4,224.0,2023,4,Friday,False
Test home 1,123456,2023-04-08,5,169.0,2023,4,Saturday,True
Test home 1,123456,2023-04-09,6,290.0,2023,4,Sunday,True
Test home 1,123456,2023-04-10,0,123.0,2023,4,Monday,False
Test home 1,123456,2023-04-11,1,103.0,2023,4,Tuesday,False
Test home 1,123456,2023-04-12,2,104.0,2023,4,Wednesday,False
Test home 1,123456,2023-04-13,3,112.0,2023,4,Thursday,False
Test home 1,123456,2023-04-14,4,175.0,2023,4,Friday,False
Test home 1,123456,2023-04-15,5,174.0,2023,4,Saturday,True
Test home 1,123456,2023-04-16,6,150.0,2023,4,Sunday,True
Test home 1,123456,2023-04-17,0,93.0,2023,4,Monday,False
Test home 1,123456,2023-04-18,1,93.0,2023,4,Tuesday,False
Test home 1,123456,2023-04-19,2,109.0,2023,4,Wednesday,False
Test home 1,123456,2023-04-20,3,95.0,2023,4,Thursday,False
Test home 1,123456,2023-04-21,4,251.0,2023,4,Friday,False
Test home 1,123456,2023-04-22,5,259.0,2023,4,Saturday,True
Test home 1,123456,2023-04-23,6,159.0,2023,4,Sunday,True
Test home 1,123456,2023-04-24,0,159.0,2023,4,Monday,False
Test home 1,123456,2023-04-25,1,254.0,2023,4,Tuesday,False
Test home 1,123456,2023-04-26,2,220.0,2023,4,Wednesday,False
Test home 1,123456,2023-04-27,3,123.0,2023,4,Thursday,False
Test home 1,123456,2023-04-28,4,292.0,2023,4,Friday,False
Test home 1,123456,2023-04-29,5,403.0,2023,4,Saturday,True
Test home 1,123456,2023-04-30,6,289.0,2023,4,Sunday,True
Test home 1,123456,2023-05-01,0,100.0,2023,5,Monday,False
Test home 1,123456,2023-05-02,1,113.0,2023,5,Tuesday,False
Test home 1,123456,2023-05-03,2,109.0,2023,5,Wednesday,False
Test home 1,123456,2023-05-04,3,229.0,2023,5,Thursday,False
Test home 1,123456,2023-05-05,4,264.0,2023,5,Friday,False
Test home 1,123456,2023-05-06,5,274.0,2023,5,Saturday,True
Test home 1,123456,2023-05-07,6,159.0,2023,5,Sunday,True
Test home 1,123456,2023-05-08,0,129.0,2023,5,Monday,False
Test home 1,123456,2023-05-09,1,99.0,2023,5,Tuesday,False
Test home 1,123456,2023-05-10,2,99.0,2023,5,Wednesday,False
Test home 1,123456,2023-05-11,3,99.0,2023,5,Thursday,False
Test home 1,123456,2023-05-12,4,149.0,2023,5,Friday,False
Test home 1,123456,2023-05-13,5,188.0,2023,5,Saturday,True
Test home 1,123456,2023-05-14,6,119.0,2023,5,Sunday,True
Test home 1,123456,2023-05-15,0,119.0,2023,5,Monday,False
Test home 1,123456,2023-05-16,1,119.0,2023,5,Tuesday,False
Test home 1,123456,2023-05-17,2,129.0,2023,5,Wednesday,False
Test home 1,123456,2023-05-18,3,139.0,2023,5,Thursday,False
Test home 1,123456,2023-05-19,4,365.0,2023,5,Friday,False
Test home 1,123456,2023-05-20,5,360.0,2023,5,Saturday,True
Test home 1,123456,2023-05-21,6,197.0,2023,5,Sunday,True
Test home 1,123456,2023-05-22,0,142.0,2023,5,Monday,False
Test home 1,123456,2023-05-23,1,144.0,2023,5,Tuesday,False
Test home 1,123456,2023-05-24,2,151.0,2023,5,Wednesday,False
Test home 1,123456,2023-05-25,3,152.0,2023,5,Thursday,False
Test home 1,123456,2023-05-26,4,179.0,2023,5,Friday,False
Test home 1,123456,2023-05-27,5,195.0,2023,5,Saturday,True
Test home 1,123456,2023-05-28,6,109.0,2023,5,Sunday,True
Test home 1,123456,2023-05-29,0,115.0,2023,5,Monday,False
Test home 1,123456,2023-05-30,1,90.0,2023,5,Tuesday,False
Test home 1,123456,2023-05-31,2,80.0,2023,5,Wednesday,False
Test home 1,123456,2023-06-01,3,161.0,2023,6,Thursday,False
Test home 1,123456,2023-06-02,4,324.0,2023,6,Friday,False
Test home 1,123456,2023-06-03,5,327.0,2023,6,Saturday,True
Test home 1,123456,2023-06-04,6,119.0,2023,6,Sunday,True
Test home 1,123456,2023-06-05,0,119.0,2023,6,Monday,False
Test home 1,123456,2023-06-06,1,119.0,2023,6,Tuesday,False
Test home 1,123456,2023-06-07,2,119.0,2023,6,Wednesday,False
Test home 1,123456,2023-06-08,3,149.0,2023,6,Thursday,False
Test home 1,123456,2023-06-09,4,169.0,2023,6,Friday,False
Test home 1,123456,2023-06-10,5,149.0,2023,6,Saturday,True
Test home 1,123456,2023-06-11,6,119.0,2023,6,Sunday,True
Test home 1,123456,2023-06-12,0,121.0,2023,6,Monday,False
Test home 1,123456,2023-06-13,1,120.0,2023,6,Tuesday,False
Test home 1,123456,2023-06-14,2,125.0,2023,6,Wednesday,False
Test home 1,123456,2023-06-15,3,139.0,2023,6,Thursday,False
Test home 1,123456,2023-06-16,4,303.0,2023,6,Friday,False
Test home 1,123456,2023-06-17,5,310.0,2023,6,Saturday,True
Test home 1,123456,2023-06-18,6,149.0,2023,6,Sunday,True
Test home 1,123456,2023-06-19,0,159.0,2023,6,Monday,False
Test home 1,123456,2023-06-20,1,159.0,2023,6,Tuesday,False
Test home 1,123456,2023-06-21,2,159.0,2023,6,Wednesday,False
Test home 1,123456,2023-06-22,3,158.0,2023,6,Thursday,False
Test home 1,123456,2023-06-23,4,183.0,2023,6,Friday,False
Test home 1,123456,2023-06-24,5,197.0,2023,6,Saturday,True
Test home 1,123456,2023-06-25,6,141.0,2023,6,Sunday,True
Test home 1,123456,2023-06-26,0,132.0,2023,6,Monday,False
Test home 1,123456,2023-06-27,1,126.0,2023,6,Tuesday,False
Test home 1,123456,2023-06-28,2,132.0,2023,6,Wednesday,False
Test home 1,123456,2023-06-29,3,137.0,2023,6,Thursday,False
Test home 1,123456,2023-06-30,4,158.0,2023,6,Friday,False
Test home 1,123456,2023-07-01,5,153.0,2023,7,Saturday,True
Test home 1,123456,2023-07-02,6,124.0,2023,7,Sunday,True
Test home 1,123456,2023-07-03,0,119.0,2023,7,Monday,False
Test home 1,123456,2023-07-04,1,109.0,2023,7,Tuesday,False
Test home 1,123456,2023-07-05,2,119.0,2023,7,Wednesday,False
Test home 1,123456,2023-07-06,3,188.0,2023,7,Thursday,False
Test home 1,123456,2023-07-07,4,176.0,2023,7,Friday,False
Test home 1,123456,2023-07-08,5,175.0,2023,7,Saturday,True
Test home 1,123456,2023-07-09,6,119.0,2023,7,Sunday,True
Test home 1,123456,2023-07-10,0,119.0,2023,7,Monday,False
Test home 1,123456,2023-07-11,1,220.0,2023,7,Tuesday,False
Test home 1,123456,2023-07-12,2,173.0,2023,7,Wednesday,False
Test home 1,123456,2023-07-13,3,162.0,2023,7,Thursday,False
Test home 1,123456,2023-07-14,4,217.0,2023,7,Friday,False
Test home 1,123456,2023-07-15,5,223.0,2023,7,Saturday,True
Test home 1,123456,2023-07-16,6,99.0,2023,7,Sunday,True
Test home 1,123456,2023-07-17,0,192.0,2023,7,Monday,False
Test home 1,123456,2023-07-18,1,204.0,2023,7,Tuesday,False
Test home 1,123456,2023-07-19,2,200.0,2023,7,Wednesday,False
Test home 1,123456,2023-07-20,3,209.0,2023,7,Thursday,False
Test home 1,123456,2023-07-21,4,278.0,2023,7,Friday,False
Test home 1,123456,2023-07-22,5,219.0,2023,7,Saturday,True
Test home 1,123456,2023-07-23,6,180.0,2023,7,Sunday,True
Test home 1,123456,2023-07-24,0,195.0,2023,7,Monday,False
Test home 1,123456,2023-07-25,1,195.0,2023,7,Tuesday,False
Test home 1,123456,2023-07-26,2,164.0,2023,7,Wednesday,False
Test home 1,123456,2023-07-27,3,168.0,2023,7,Thursday,False
Test home 1,123456,2023-07-28,4,230.0,2023,7,Friday,False
Test home 1,123456,2023-07-29,5,167.0,2023,7,Saturday,True
Test home 1,123456,2023-07-30,6,144.0,2023,7,Sunday,True
Test home 1,123456,2023-07-31,0,75.0,2023,7,Monday,False
Test home 1,123456,2023-08-01,1,105.0,2023,8,Tuesday,False
Test home 1,123456,2023-08-02,2,181.0,2023,8,Wednesday,False
Test home 1,123456,2023-08-03,3,159.0,2023,8,Thursday,False
Test home 1,123456,2023-08-04,4,206.0,2023,8,Friday,False
Test home 1,123456,2023-08-05,5,201.0,2023,8,Saturday,True
Test home 1,123456,2023-08-06,6,198.0,2023,8,Sunday,True
Test home 1,123456,2023-08-07,0,189.0,2023,8,Monday,False
Test home 1,123456,2023-08-08,1,199.0,2023,8,Tuesday,False
Test home 1,123456,2023-08-09,2,239.0,2023,8,Wednesday,False
Test home 1,123456,2023-08-10,3,248.0,2023,8,Thursday,False
Test home 1,123456,2023-08-11,4,260.0,2023,8,Friday,False
Test home 1,123456,2023-08-12,5,267.0,2023,8,Saturday,True
Test home 1,123456,2023-08-13,6,219.0,2023,8,Sunday,True
Test home 1,123456,2023-08-14,0,219.0,2023,8,Monday,False
Test home 1,123456,2023-08-15,1,219.0,2023,8,Tuesday,False
Test home 1,123456,2023-08-16,2,219.0,2023,8,Wednesday,False
Test home 1,123456,2023-08-17,3,219.0,2023,8,Thursday,False
Test home 1,123456,2023-08-18,4,269.0,2023,8,Friday,False
Test home 1,123456,2023-08-19,5,249.0,2023,8,Saturday,True
Test home 1,123456,2023-08-20,6,195.0,2023,8,Sunday,True
Test home 1,123456,2023-08-21,0,194.0,2023,8,Monday,False
Test home 1,123456,2023-08-22,1,203.0,2023,8,Tuesday,False
Test home 1,123456,2023-08-23,2,201.0,2023,8,Wednesday,False
Test home 1,123456,2023-08-24,3,207.0,2023,8,Thursday,False
Test home 1,123456,2023-08-25,4,227.0,2023,8,Friday,False
Test home 1,123456,2023-08-26,5,228.0,2023,8,Saturday,True
Test home 1,123456,2023-08-27,6,129.0,2023,8,Sunday,True
Test home 1,123456,2023-08-28,0,115.0,2023,8,Monday,False
Test home 1,123456,2023-08-29,1,105.0,2023,8,Tuesday,False
Test home 1,123456,2023-08-30,2,121.0,2023,8,Wednesday,False
Test home 1,123456,2023-08-31,3,118.0,2023,8,Thursday,False
Test home 1,123456,2023-09-01,4,153.0,2023,9,Friday,False
Test home 1,123456,2023-09-02,5,151.0,2023,9,Saturday,True
Test home 1,123456,2023-09-03,6,127.0,2023,9,Sunday,True
Test home 1,123456,2023-09-04,0,130.0,2023,9,Monday,False
Test home 1,123456,2023-09-05,1,119.0,2023,9,Tuesday,False
Test home 1,123456,2023-09-06,2,119.0,2023,9,Wednesday,False
Test home 1,123456,2023-09-07,3,165.0,2023,9,Thursday,False
Test home 1,123456,2023-09-08,4,165.0,2023,9,Friday,False
Test home 1,123456,2023-09-09,5,167.0,2023,9,Saturday,True
Test home 1,123456,2023-09-10,6,145.0,2023,9,Sunday,True
Test home 1,123456,2023-09-11,0,126.0,2023,9,Monday,False
Test home 1,123456,2023-09-12,1,106.0,2023,9,Tuesday,False
Test home 1,123456,2023-09-13,2,119.0,2023,9,Wednesday,False
Test home 1,123456,2023-09-14,3,119.0,2023,9,Thursday,False
Test home 1,123456,2023-09-15,4,195.0,2023,9,Friday,False
Test home 1,123456,2023-09-16,5,195.0,2023,9,Saturday,True
Test home 1,123456,2023-09-17,6,130.0,2023,9,Sunday,True
Test home 1,123456,2023-09-18,0,150.0,2023,9,Monday,False
Test home 1,123456,2023-09-19,1,230.0,2023,9,Tuesday,False
Test home 1,123456,2023-09-20,2,238.0,2023,9,Wednesday,False
Test home 1,123456,2023-09-21,3,227.0,2023,9,Thursday,False
Test home 1,123456,2023-09-22,4,296.0,2023,9,Friday,False
Test home 1,123456,2023-09-23,5,294.0,2023,9,Saturday,True
Test home 1,123456,2023-09-24,6,130.0,2023,9,Sunday,True
Test home 1,123456,2023-09-25,0,130.0,2023,9,Monday,False
Test home 1,123456,2023-09-26,1,124.0,2023,9,Tuesday,False
Test home 1,123456,2023-09-27,2,128.0,2023,9,Wednesday,False
Test home 1,123456,2023-09-28,3,135.0,2023,9,Thursday,False
Test home 1,123456,2023-09-29,4,199.0,2023,9,Friday,False
Test home 1,123456,2023-09-30,5,194.0,2023,9,Saturday,True
Test home 1,123456,2023-10-01,6,164.0,2023,10,Sunday,True
Test home 1,123456,2023-10-02,0,154.0,2023,10,Monday,False
Test home 1,123456,2023-10-03,1,139.0,2023,10,Tuesday,False
Test home 1,123456,2023-10-04,2,139.0,2023,10,Wednesday,False
Test home 1,123456,2023-10-05,3,184.0,2023,10,Thursday,False
Test home 1,123456,2023-10-06,4,304.0,2023,10,Friday,False
Test home 1,123456,2023-10-07,5,249.0,2023,10,Saturday,True
Test home 1,123456,2023-10-08,6,129.0,2023,10,Sunday,True
Test home 1,123456,2023-10-09,0,129.0,2023,10,Monday,False
Test home 1,123456,2023-10-10,1,115.0,2023,10,Tuesday,False
Test home 1,123456,2023-10-11,2,109.0,2023,10,Wednesday,False
Test home 1,123456,2023-10-12,3,129.0,2023,10,Thursday,False
Test home 1,123456,2023-10-13,4,249.0,2023,10,Friday,False
Test home 1,123456,2023-10-14,5,219.0,2023,10,Saturday,True
Test home 1,123456,2023-10-15,6,129.0,2023,10,Sunday,True
Test home 1,123456,2023-10-16,0,125.0,2023,10,Monday,False
Test home 1,123456,2023-10-17,1,115.0,2023,10,Tuesday,False
Test home 1,123456,2023-10-18,2,129.0,2023,10,Wednesday,False
Test home 1,123456,2023-10-19,3,169.0,2023,10,Thursday,False
Test home 1,123456,2023-10-20,4,239.0,2023,10,Friday,False
Test home 1,123456,2023-10-21,5,249.0,2023,10,Saturday,True
Test home 1,123456,2023-10-22,6,249.0,2023,10,Sunday,True
Test home 1,123456,2023-10-25,2,534.0,2023,10,Wednesday,False
Test home 1,123456,2023-10-26,3,509.0,2023,10,Thursday,False
Test home 1,123456,2023-10-27,4,269.0,2023,10,Friday,False
Test home 1,123456,2023-10-28,5,279.0,2023,10,Saturday,True
Test home 1,123456,2023-10-29,6,144.0,2023,10,Sunday,True
Test home 1,123456,2023-10-30,0,149.0,2023,10,Monday,False
Test home 1,123456,2023-10-31,1,114.0,2023,10,Tuesday,False
Test home 1,123456,2023-11-01,2,219.0,2023,11,Wednesday,False
Test home 1,123456,2023-11-02,3,214.0,2023,11,Thursday,False
Test home 1,123456,2023-11-03,4,124.0,2023,11,Friday,False
Test home 1,123456,2023-11-04,5,124.0,2023,11,Saturday,True
Test home 1,123456,2023-11-05,6,125.0,2023,11,Sunday,True
Test home 1,123456,2023-11-06,0,204.0,2023,11,Monday,False
Test home 1,123456,2023-11-07,1,209.0,2023,11,Tuesday,False
Test home 1,123456,2023-11-08,2,219.0,2023,11,Wednesday,False
Test home 1,123456,2023-11-09,3,209.0,2023,11,Thursday,False
Test home 1,123456,2023-11-10,4,150.0,2023,11,Friday,False
Test home 1,123456,2023-11-11,5,150.0,2023,11,Saturday,True
Test home 1,123456,2023-11-12,6,89.0,2023,11,Sunday,True
Test home 1,123456,2023-11-13,0,79.0,2023,11,Monday,False
Test home 1,123456,2023-11-14,1,79.0,2023,11,Tuesday,False
Test home 1,123456,2023-11-15,2,79.0,2023,11,Wednesday,False
Test home 1,123456,2023-11-16,3,99.0,2023,11,Thursday,False
Test home 1,123456,2023-11-17,4,134.0,2023,11,Friday,False
Test home 1,123456,2023-11-18,5,139.0,2023,11,Saturday,True
Test home 1,123456,2023-11-19,6,79.0,2023,11,Sunday,True
Test home 1,123456,2023-11-20,0,85.0,2023,11,Monday,False
Test home 1,123456,2023-11-21,1,85.0,2023,11,Tuesday,False
Test home 1,123456,2023-11-22,2,75.0,2023,11,Wednesday,False
Test home 1,123456,2023-11-23,3,75.0,2023,11,Thursday,False
Test home 1,123456,2023-11-24,4,109.0,2023,11,Friday,False
Test home 1,123456,2023-11-25,5,109.0,2023,11,Saturday,True
Test home 1,123456,2023-11-26,6,84.0,2023,11,Sunday,True
Test home 1,123456,2023-11-27,0,75.0,2023,11,Monday,False
Test home 1,123456,2023-11-28,1,75.0,2023,11,Tuesday,False
Test home 1,123456,2023-11-29,2,75.0,2023,11,Wednesday,False
Test home 1,123456,2023-11-30,3,75.0,2023,11,Thursday,False
Test home 1,123456,2023-12-01,4,80.0,2023,12,Friday,False
Test home 1,123456,2023-12-02,5,90.0,2023,12,Saturday,True
Test home 1,123456,2023-12-03,6,70.0,2023,12,Sunday,True
Test home 1,123456,2023-12-04,0,70.0,2023,12,Monday,False
Test home 1,123456,2023-12-05,1,70.0,2023,12,Tuesday,False
Test home 1,123456,2023-12-06,2,75.0,2023,12,Wednesday,False
Test home 1,123456,2023-12-07,3,129.0,2023,12,Thursday,False
Test home 1,123456,2023-12-08,4,149.0,2023,12,Friday,False
Test home 1,123456,2023-12-09,5,109.0,2023,12,Saturday,True
Test home 1,123456,2023-12-10,6,75.0,2023,12,Sunday,True
Test home 1,123456,2023-12-11,0,75.0,2023,12,Monday,False
Test home 1,123456,2023-12-12,1,75.0,2023,12,Tuesday,False
Test home 1,123456,2023-12-13,2,75.0,2023,12,Wednesday,False
Test home 1,123456,2023-12-14,3,89.0,2023,12,Thursday,False
Test home 1,123456,2023-12-15,4,104.0,2023,12,Friday,False
Test home 1,123456,2023-12-16,5,109.0,2023,12,Saturday,True
Test home 1,123456,2023-12-17,6,75.0,2023,12,Sunday,True
Test home 1,123456,2023-12-18,0,70.0,2023,12,Monday,False
Test home 1,123456,2023-12-19,1,75.0,2023,12,Tuesday,False
Test home 1,123456,2023-12-20,2,75.0,2023,12,Wednesday,False
Test home 1,123456,2023-12-21,3,70.0,2023,12,Thursday,False
Test home 1,123456,2023-12-22,4,99.0,2023,12,Friday,False
Test home 1,123456,2023-12-23,5,119.0,2023,12,Saturday,True
Test home 1,123456,2023-12-24,6,134.0,2023,12,Sunday,True
Test home 1,123456,2023-12-25,0,134.0,2023,12,Monday,False
Test home 1,123456,2023-12-26,1,139.0,2023,12,Tuesday,False
Test home 1,123456,2023-12-27,2,139.0,2023,12,Wednesday,False
Test home 1,123456,2023-12-28,3,154.0,2023,12,Thursday,False
Test home 1,123456,2023-12-29,4,219.0,2023,12,Friday,False
Test home 1,123456,2023-12-30,5,259.0,2023,12,Saturday,True
Test home 1,123456,2023-12-31,6,334.0,2023,12,Sunday,True
Test home 1,123456,2023-12-31,6,409.0,2023,12,Sunday,True
Test home 1,123456,2024-01-01,0,189.0,2024,1,Monday,False
Test home 1,123456,2024-01-02,1,119.0,2024,1,Tuesday,False
Test home 1,123456,2024-01-03,2,99.0,2024,1,Wednesday,False
Test home 1,123456,2024-01-04,3,84.0,2024,1,Thursday,False
Test home 1,123456,2024-01-05,4,94.0,2024,1,Friday,False
Test home 1,123456,2024-01-06,5,99.0,2024,1,Saturday,True
Test home 1,123456,2024-01-07,6,79.0,2024,1,Sunday,True
Test home 1,123456,2024-01-08,0,75.0,2024,1,Monday,False
Test home 1,123456,2024-01-09,1,75.0,2024,1,Tuesday,False
Test home 1,123456,2024-01-10,2,75.0,2024,1,Wednesday,False
Test home 1,123456,2024-01-11,3,75.0,2024,1,Thursday,False
Test home 1,123456,2024-01-12,4,79.0,2024,1,Friday,False
Test home 1,123456,2024-01-13,5,89.0,2024,1,Saturday,True
Test home 1,123456,2024-01-14,6,75.0,2024,1,Sunday,True
Test home 1,123456,2024-01-15,0,79.0,2024,1,Monday,False
Test home 1,123456,2024-01-16,1,79.0,2024,1,Tuesday,False
Test home 1,123456,2024-01-17,2,85.0,2024,1,Wednesday,False
Test home 1,123456,2024-01-18,3,79.0,2024,1,Thursday,False
Test home 1,123456,2024-01-19,4,79.0,2024,1,Friday,False
Test home 1,123456,2024-01-20,5,84.0,2024,1,Saturday,True
Test home 1,123456,2024-01-21,6,75.0,2024,1,Sunday,True
Test home 1,123456,2024-01-22,0,75.0,2024,1,Monday,False
Test home 1,123456,2024-01-23,1,75.0,2024,1,Tuesday,False
Test home 1,123456,2024-01-24,2,79.0,2024,1,Wednesday,False
Test home 1,123456,2024-01-25,3,75.0,2024,1,Thursday,False
Test home 1,123456,2024-01-26,4,84.0,2024,1,Friday,False
Test home 1,123456,2024-01-27,5,94.0,2024,1,Saturday,True
Test home 1,123456,2024-01-28,6,84.0,2024,1,Sunday,True
Test home 1,123456,2024-01-29,0,104.0,2024,1,Monday,False
Test home 1,123456,2024-01-30,1,164.0,2024,1,Tuesday,False
Test home 1,123456,2024-01-31,2,169.0,2024,1,Wednesday,False
Test home 1,123456,2024-02-01,3,104.0,2024,2,Thursday,False
Test home 1,123456,2024-02-02,4,84.0,2024,2,Friday,False
Test home 1,123456,2024-02-03,5,84.0,2024,2,Saturday,True
Test home 1,123456,2024-02-04,6,99.0,2024,2,Sunday,True
Test home 1,123456,2024-02-05,0,75.0,2024,2,Monday,False
Test home 1,123456,2024-02-06,1,89.0,2024,2,Tuesday,False
Test home 1,123456,2024-02-07,2,75.0,2024,2,Wednesday,False
Test home 1,123456,2024-02-08,3,94.0,2024,2,Thursday,False
Test home 1,123456,2024-02-09,4,154.0,2024,2,Friday,False
Test home 1,123456,2024-02-10,5,144.0,2024,2,Saturday,True
Test home 1,123456,2024-02-11,6,94.0,2024,2,Sunday,True
Test home 1,123456,2024-02-12,0,94.0,2024,2,Monday,False
Test home 1,123456,2024-02-13,1,75.0,2024,2,Tuesday,False
Test home 1,123456,2024-02-14,2,104.0,2024,2,Wednesday,False
Test home 1,123456,2024-02-15,3,104.0,2024,2,Thursday,False
Test home 1,123456,2024-02-16,4,154.0,2024,2,Friday,False
Test home 1,123456,2024-02-17,5,149.0,2024,2,Saturday,True
Test home 1,123456,2024-02-18,6,99.0,2024,2,Sunday,True
Test home 1,123456,2024-02-19,0,99.0,2024,2,Monday,False
Test home 1,123456,2024-02-20,1,104.0,2024,2,Tuesday,False
Test home 1,123456,2024-02-21,2,99.0,2024,2,Wednesday,False
Test home 1,123456,2024-02-22,3,99.0,2024,2,Thursday,False
Test home 1,123456,2024-02-23,4,154.0,2024,2,Friday,False
Test home 1,123456,2024-02-24,5,154.0,2024,2,Saturday,True
Test home 1,123456,2024-02-25,6,319.0,2024,2,Sunday,True
Test home 1,123456,2024-02-26,0,309.0,2024,2,Monday,False
Test home 1,123456,2024-02-27,1,359.0,2024,2,Tuesday,False
Test home 1,123456,2024-02-28,2,229.0,2024,2,Wednesday,False
Test home 1,123456,2024-02-29,3,124.0,2024,2,Thursday,False
Test home 1,123456,2024-03-01,4,105.0,2024,3,Friday,False
Test home 1,123456,2024-03-02,5,119.0,2024,3,Saturday,True
Test home 1,123456,2024-03-03,6,85.0,2024,3,Sunday,True
Test home 1,123456,2024-03-04,0,85.0,2024,3,Monday,False
Test home 1,123456,2024-03-05,1,79.0,2024,3,Tuesday,False
Test home 1,123456,2024-03-06,2,104.0,2024,3,Wednesday,False
Test home 1,123456,2024-03-07,3,99.0,2024,3,Thursday,False
Test home 1,123456,2024-03-08,4,179.0,2024,3,Friday,False
Test home 1,123456,2024-03-09,5,189.0,2024,3,Saturday,True
Test home 1,123456,2024-03-10,6,99.0,2024,3,Sunday,True
Test home 1,123456,2024-03-11,0,84.0,2024,3,Monday,False
Test home 1,123456,2024-03-12,1,84.0,2024,3,Tuesday,False
Test home 1,123456,2024-03-13,2,79.0,2024,3,Wednesday,False
Test home 1,123456,2024-03-14,3,104.0,2024,3,Thursday,False
Test home 1,123456,2024-03-15,4,204.0,2024,3,Friday,False
Test home 1,123456,2024-03-16,5,199.0,2024,3,Saturday,True
Test home 1,123456,2024-03-17,6,179.0,2024,3,Sunday,True
Test home 1,123456,2024-03-18,0,115.0,2024,3,Monday,False
Test home 1,123456,2024-03-19,1,189.0,2024,3,Tuesday,False
Test home 1,123456,2024-03-20,2,95.0,2024,3,Wednesday,False
Test home 1,123456,2024-03-21,3,75.0,2024,3,Thursday,False
Test home 1,123456,2024-03-22,4,99.0,2024,3,Friday,False
Test home 1,123456,2024-03-23,5,129.0,2024,3,Saturday,True
Test home 1,123456,2024-03-24,6,94.0,2024,3,Sunday,True
Test home 1,123456,2024-03-25,0,119.0,2024,3,Monday,False
Test home 1,123456,2024-03-26,1,95.0,2024,3,Tuesday,False
Test home 1,123456,2024-03-27,2,89.0,2024,3,Wednesday,False
