Booking number,Booking Date,Status,Check-in date,Check-out date,nights,Price per night without tax,Rent with VAT on top,Rent without VAT,Extras with VAT on top,Extras without VAT,Booking total with tax,Booking total without tax,Total tax,Paid,Adults,Children,Babies,Accommodation name,Property ID,Building,City,Portal / Agent,Website of origin,Booking window,Check-in Month,Season,Check-in Day,Weekend
TEST104,2023-06-09,Confirmed,2023-06-22,2023-06-25,3.0,275.4,826.2,826.2,65.0,65.0,903.2,891.2,12.0,903.2,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,13,6,Medium,Thursday,False
TEST105,2023-06-03,Confirmed,2023-06-04,2023-06-05,1.0,140.0,140.0,140.0,65.0,65.0,209.0,205.0,4.0,209.0,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,1,6,Medium,Sunday,True
TEST106,2023-06-02,Confirmed,2023-06-25,2023-06-28,3.0,198.9,596.7,596.7,65.0,65.0,676.7,661.7,15.0,661.7,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,23,6,Medium,Sunday,True
TEST107,2023-06-01,Confirmed,2023-06-05,2023-06-09,4.0,125.24,500.94,500.94,187.2,187.2,704.14,688.14,16.0,704.14,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,4,6,Medium,Monday,False
TEST108,2023-05-28,Confirmed,2023-05-28,2023-05-30,2.0,120.5,241.0,241.0,55.0,55.0,302.0,296.0,6.0,302.0,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,0,5,Medium,Sunday,True
TEST109,2023-05-21,Confirmed,2023-06-12,2023-06-18,6.0,356.1,2136.6,2136.6,65.0,65.0,2219.6,2201.6,18.0,2219.6,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,22,6,Medium,Monday,False
TEST110,2023-05-18,Confirmed,2023-05-18,2023-05-19,1.0,137.61,137.61,137.61,65.0,65.0,207.61,202.61,5.0,207.61,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,0,5,Medium,Thursday,False
TEST111,2023-05-18,Confirmed,2023-06-01,2023-06-04,3.0,576.9,1730.7,1730.7,65.0,65.0,1807.7,1795.7,12.0,1807.7,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,14,6,Medium,Thursday,False
TEST112,2023-05-13,Confirmed,2023-05-14,2023-05-18,4.0,136.8,547.2,547.2,65.0,65.0,640.2,612.2,28.0,640.2,7,0,0,Test home 1,123456,Test Modern apartments,Madrid,Olalahomes.com,www.olalahomes.com,1,5,Medium,Sunday,True
TEST113,2023-05-09,Confirmed,2023-05-09,2023-05-12,3.0,94.05,282.15,282.15,365.0,365.0,662.15,647.15,15.0,662.15,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,Olalahomes.com,www.olalahomes.com,0,5,Medium,Tuesday,False
TEST114,2023-05-04,Confirmed,2023-05-12,2023-05-14,2.0,279.0,558.0,558.0,65.0,65.0,629.0,623.0,6.0,623.0,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,8,5,Medium,Friday,False
TEST115,2023-04-28,Confirmed,2023-04-30,2023-05-03,3.0,170.61,511.83,511.83,65.0,65.0,585.83,576.83,9.0,576.83,3,1,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,2,4,Medium,Sunday,True
TEST116,2023-04-28,Confirmed,2023-05-19,2023-05-26,7.0,278.61,1950.3,1950.3,474.56,474.56,2459.86,2424.86,35.0,2459.86,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,21,5,Medium,Friday,False
TEST117,2023-04-23,Confirmed,2023-04-23,2023-04-25,2.0,187.0,374.0,374.0,65.0,65.0,445.0,439.0,6.0,439.0,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,0,4,Medium,Sunday,True
TEST118,2023-04-16,Confirmed,2023-05-03,2023-05-07,4.0,262.35,1049.4,1049.4,65.0,65.0,1134.4,1114.4,20.0,1114.4,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,17,5,Medium,Wednesday,False
TEST119,2023-04-09,Confirmed,2023-04-15,2023-04-23,8.0,232.43,1859.4,1859.4,65.0,65.0,1959.4,1924.4,35.0,1924.4,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,6,4,Medium,Saturday,True
TEST120,2023-04-07,Confirmed,2023-04-08,2023-04-09,1.0,199.0,199.0,199.0,65.0,65.0,267.0,264.0,3.0,267.0,3,1,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,1,4,Medium,Saturday,True
TEST121,2023-04-02,Confirmed,2023-04-09,2023-04-15,6.0,140.91,845.46,845.46,65.0,65.0,922.46,910.46,12.0,922.46,2,3,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,7,4,Medium,Sunday,True
TEST122,2023-03-29,Confirmed,2023-04-27,2023-04-30,3.0,563.7,1691.1,1691.1,65.0,65.0,1768.1,1756.1,12.0,1768.1,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,29,4,Medium,Thursday,False
TEST123,2023-03-22,Confirmed,2023-03-22,2023-03-26,4.0,156.75,627.0,627.0,65.0,65.0,708.0,692.0,16.0,692.0,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,0,3,Low,Wednesday,False
TEST124,2023-03-14,Confirmed,2023-03-14,2023-03-16,2.0,95.0,190.0,190.0,65.0,65.0,261.0,255.0,6.0,255.0,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,0,3,Low,Tuesday,False
TEST125,2023-03-13,Confirmed,2023-04-01,2023-04-08,7.0,244.64,1712.51,1712.51,65.0,65.0,1812.51,1777.51,35.0,1812.51,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,19,4,Medium,Saturday,True
TEST126,2023-03-05,Confirmed,2023-04-25,2023-04-27,2.0,226.5,453.0,453.0,65.0,65.0,524.0,518.0,6.0,551.6,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,51,4,Medium,Tuesday,False
TEST127,2023-02-24,Confirmed,2023-02-24,2023-02-26,2.0,147.0,294.0,294.0,65.0,65.0,363.0,359.0,4.0,359.0,2,3,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,0,2,Low,Friday,False
TEST128,2023-02-22,Confirmed,2023-03-03,2023-03-06,3.0,206.7,620.1,620.1,65.0,65.0,700.1,685.1,15.0,685.1,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,9,3,Low,Friday,False
TEST129,2023-02-16,Confirmed,2023-02-19,2023-02-24,5.0,169.29,846.45,846.45,242.75,242.75,1109.2,1089.2,20.0,1109.2,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,3,2,Low,Sunday,True
TEST130,2023-02-14,Confirmed,2023-03-17,2023-03-20,3.0,350.0,694.98,694.98,65.0,65.0,777.98,759.98,18.0,777.98,6,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,31,3,Low,Friday,False
TEST131,2023-02-10,Confirmed,2023-03-09,2023-03-12,3.0,189.42,568.26,568.26,65.0,65.0,648.26,633.26,15.0,648.26,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,27,3,Low,Thursday,False
TEST132,2023-02-08,Confirmed,2023-03-27,2023-03-31,4.0,163.0,652.0,652.0,65.0,65.0,729.0,717.0,12.0,729.0,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,Olalahomes.com,www.olalahomes.com,47,3,Low,Monday,False
TEST133,2023-02-03,Confirmed,2023-02-06,2023-02-10,4.0,82.25,329.0,329.0,65.0,65.0,402.0,394.0,8.0,402.0,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,Direct Booking,Direct,3,2,Low,Monday,False
TEST134,2023-01-31,Confirmed,2023-02-03,2023-02-06,3.0,130.67,392.0,392.0,65.0,65.0,472.0,457.0,15.0,472.0,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,3,2,Low,Friday,False
TEST135,2023-01-18,Confirmed,2023-02-10,2023-02-13,3.0,117.15,351.45,351.45,65.0,65.0,425.45,416.45,9.0,425.45,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,23,2,Low,Friday,False
TEST136,2023-01-16,Confirmed,2023-02-16,2023-02-19,3.0,192.0,576.0,576.0,65.0,65.0,653.0,641.0,12.0,653.0,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,31,2,Low,Thursday,False
TEST137,2023-01-12,Confirmed,2023-02-26,2023-03-02,4.0,611.0,2444.0,2444.0,65.0,65.0,2525.0,2509.0,16.0,2525.0,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,Olalahomes.com,www.olalahomes.com,45,2,Low,Sunday,True
TEST138,2023-01-12,Confirmed,2023-01-20,2023-01-28,8.0,100.0,800.0,800.0,65.0,65.0,879.0,865.0,14.0,879.0,2,1,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,8,1,Low,Friday,False
TEST139,2023-01-12,Confirmed,2023-01-29,2023-02-01,3.0,215.97,647.9,647.9,65.0,65.0,721.9,712.9,9.0,721.9,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,17,1,Low,Sunday,True
TEST140,2023-01-06,Confirmed,2023-01-06,2023-01-08,2.0,91.5,183.0,183.0,65.0,65.0,256.0,248.0,8.0,256.0,4,1,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,0,1,Low,Friday,False
TEST141,2023-01-03,Confirmed,2023-01-03,2023-01-05,2.0,69.21,138.42,138.42,65.0,65.0,209.42,203.42,6.0,209.42,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,0,1,Low,Tuesday,False
TEST142,2022-12-16,Confirmed,2022-12-16,2022-12-18,2.0,83.16,166.32,166.32,65.0,65.0,239.32,231.32,8.0,239.32,4,2,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,0,12,Medium,Friday,False
TEST143,2022-12-15,Confirmed,2022-12-25,2022-12-28,3.0,149.1,447.3,447.3,65.0,65.0,512.3,512.3,0.0,512.3,4,1,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,10,12,Medium,Sunday,True
TEST144,2022-12-13,Confirmed,2023-01-13,2023-01-16,3.0,102.6,307.8,307.8,65.0,65.0,387.8,372.8,15.0,387.8,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,31,1,Low,Friday,False
TEST145,2022-12-12,Confirmed,2022-12-28,2023-01-02,5.0,317.79,1588.95,1588.95,65.0,65.0,1673.95,1653.95,20.0,1673.95,4,2,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,16,12,Medium,Wednesday,False
TEST146,2022-12-02,Confirmed,2022-12-02,2022-12-09,7.0,65.4,457.79,457.79,65.0,65.0,543.79,522.79,21.0,543.79,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,0,12,Medium,Friday,False
TEST147,2022-11-26,Confirmed,2022-11-27,2022-12-02,5.0,71.08,355.41,355.41,65.0,65.0,435.41,420.41,15.0,435.41,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,1,11,Medium,Sunday,True
TEST148,2022-11-21,Confirmed,2022-11-21,2022-11-24,3.0,63.36,190.08,190.08,65.0,65.0,261.08,255.08,6.0,261.08,2,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,0,11,Medium,Monday,False
TEST149,2022-11-07,Confirmed,2022-11-09,2022-11-15,6.0,144.21,865.26,865.26,65.0,65.0,960.26,930.26,30.0,930.26,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,2,11,Medium,Wednesday,False
TEST150,2022-11-05,Confirmed,2022-11-18,2022-11-21,3.0,146.33,439.0,439.0,108.89,108.89,562.89,547.89,15.0,547.89,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,13,11,Medium,Friday,False
TEST151,2022-10-31,Confirmed,2022-11-24,2022-11-27,3.0,125.4,376.2,376.2,65.0,65.0,453.2,441.2,12.0,453.2,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,24,11,Medium,Thursday,False
TEST152,2022-10-23,Confirmed,2022-10-25,2022-10-27,2.0,202.46,404.91,404.91,65.0,65.0,477.91,469.91,8.0,477.91,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,2,10,High,Tuesday,False
TEST153,2022-10-19,Confirmed,2022-11-04,2022-11-08,4.0,169.79,679.14,679.14,65.0,65.0,768.14,744.14,24.0,768.14,6,1,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,16,11,Medium,Friday,False
TEST154,2022-10-10,Confirmed,2022-10-10,2022-10-11,1.0,170.0,170.0,170.0,65.0,65.0,238.0,235.0,3.0,238.0,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,0,10,High,Monday,False
TEST155,2022-10-05,Confirmed,2022-10-20,2022-10-25,5.0,217.01,1085.04,1085.04,65.0,65.0,1175.04,1150.04,25.0,1175.04,5,1,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,15,10,High,Thursday,False
TEST156,2022-09-30,Confirmed,2022-10-05,2022-10-10,5.0,267.2,1336.0,1336.0,65.0,65.0,1426.0,1401.0,25.0,1426.0,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,5,10,High,Wednesday,False
TEST157,2022-09-27,Confirmed,2022-09-28,2022-10-03,5.0,159.19,795.96,795.96,65.0,65.0,880.96,860.96,20.0,880.96,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,1,9,High,Wednesday,False
TEST158,2022-09-21,Confirmed,2022-09-21,2022-09-23,2.0,146.52,293.04,293.04,65.0,65.0,362.04,358.04,4.0,362.04,2,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,0,9,High,Wednesday,False
TEST159,2022-09-15,Confirmed,2022-10-28,2022-11-01,4.0,221.63,886.5,886.5,65.0,65.0,979.5,951.5,28.0,979.5,7,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,43,10,High,Friday,False
TEST160,2022-09-10,Confirmed,2022-09-10,2022-09-12,2.0,145.82,291.64,291.64,65.0,65.0,364.64,356.64,8.0,364.64,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,Olalahomes.com,www.olalahomes.com,0,9,High,Saturday,True
TEST161,2022-09-07,Confirmed,2022-09-07,2022-09-10,3.0,179.52,538.56,538.56,65.0,65.0,615.56,603.56,12.0,615.56,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,0,9,High,Wednesday,False
TEST162,2022-09-02,Confirmed,2022-10-11,2022-10-16,5.0,206.51,1032.57,1032.57,65.0,65.0,1132.57,1097.57,35.0,1132.57,7,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,39,10,High,Tuesday,False
TEST163,2022-09-01,Confirmed,2022-09-15,2022-09-20,5.0,234.9,1174.5,1174.5,65.0,65.0,1254.5,1239.5,15.0,1254.5,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,14,9,High,Thursday,False
TEST164,2022-08-29,Confirmed,2022-08-30,2022-09-07,8.0,206.0,1648.0,1648.0,65.0,65.0,1762.0,1713.0,49.0,1762.0,7,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,1,8,High,Tuesday,False
TEST165,2022-08-28,Confirmed,2022-09-23,2022-09-26,3.0,322.41,967.23,967.23,65.0,65.0,1053.23,1032.23,21.0,1053.23,7,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,26,9,High,Friday,False
TEST166,2022-08-03,Confirmed,2022-08-23,2022-08-30,7.0,261.77,1832.4,1832.4,65.0,65.0,1939.4,1897.4,42.0,1939.4,6,1,0,Test home 1,123456,Test Modern apartments,Madrid,Olalahomes.com,www.olalahomes.com,20,8,High,Tuesday,False
TEST167,2022-07-29,Confirmed,2022-08-01,2022-08-03,2.0,203.5,407.0,407.0,65.0,65.0,480.0,472.0,8.0,480.0,4,1,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,3,8,High,Monday,False
TEST168,2022-07-22,Confirmed,2022-07-24,2022-07-31,7.0,234.59,1642.13,1642.13,65.0,65.0,1756.13,1707.13,49.0,1707.13,7,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,2,7,Medium,Sunday,True
TEST169,2022-07-19,Confirmed,2022-08-16,2022-08-23,7.0,347.27,2430.9,2430.9,65.0,65.0,2544.9,2495.9,49.0,2544.9,7,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,28,8,High,Tuesday,False
TEST170,2022-07-17,Confirmed,2022-07-17,2022-07-20,3.0,159.72,479.16,479.16,65.0,65.0,556.16,544.16,12.0,556.16,4,3,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,0,7,Medium,Sunday,True
TEST171,2022-07-15,Confirmed,2022-07-15,2022-07-17,2.0,229.68,459.36,459.36,133.9,133.9,601.26,593.26,8.0,601.26,4,2,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,0,7,Medium,Friday,False
TEST172,2022-07-12,Confirmed,2022-07-12,2022-07-14,2.0,154.5,309.0,309.0,65.0,65.0,382.0,374.0,8.0,382.0,4,1,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,0,7,Medium,Tuesday,False
TEST173,2022-07-11,Confirmed,2022-08-11,2022-08-16,5.0,298.98,1494.9,1494.9,65.0,65.0,1584.9,1559.9,25.0,1584.9,5,3,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,31,8,High,Thursday,False
TEST174,2022-07-05,Confirmed,2022-07-05,2022-07-07,2.0,147.02,294.03,294.03,65.0,65.0,367.03,359.03,8.0,367.03,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,0,7,Medium,Tuesday,False
TEST175,2022-06-29,Confirmed,2022-07-20,2022-07-24,4.0,333.0,1332.0,1332.0,65.0,65.0,1409.0,1397.0,12.0,1409.0,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,21,7,Medium,Wednesday,False
TEST176,2022-06-27,Confirmed,2022-08-03,2022-08-10,7.0,349.05,2443.32,2443.32,65.0,65.0,2557.32,2508.32,49.0,2557.32,7,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,37,8,High,Wednesday,False
TEST177,2022-06-21,Confirmed,2022-06-22,2022-06-30,8.0,174.94,1399.5,1399.5,65.0,65.0,1464.5,1464.5,0.0,1464.5,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,1,6,Medium,Wednesday,False
TEST178,2022-06-11,Confirmed,2022-07-07,2022-07-12,5.0,289.4,1447.0,1447.0,65.0,65.0,1542.0,1512.0,30.0,1761.0,6,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,26,7,Medium,Thursday,False
TEST178,2022-06-11,Confirmed,2022-07-07,2022-07-12,5.0,289.4,1447.0,1447.0,65.0,65.0,1542.0,1512.0,30.0,1761.0,6,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,26,7,Medium,Thursday,False
TEST179,2022-06-06,Confirmed,2022-06-07,2022-06-09,2.0,181.17,362.34,362.34,65.0,65.0,433.34,427.34,6.0,433.34,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,1,6,Medium,Tuesday,False
TEST180,2022-06-04,Confirmed,2022-06-09,2022-06-15,6.0,535.5,3213.0,3213.0,65.0,65.0,3320.0,3278.0,42.0,3320.0,7,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,5,6,Medium,Thursday,False
TEST181,2022-05-30,Confirmed,2022-06-30,2022-07-04,4.0,258.08,1032.3,1032.3,65.0,65.0,1117.3,1097.3,20.0,1117.3,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,31,6,Medium,Thursday,False
TEST182,2022-05-24,Confirmed,2022-06-15,2022-06-22,7.0,273.99,1917.95,1917.95,65.0,65.0,2031.95,1982.95,49.0,2031.95,7,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,22,6,Medium,Wednesday,False
TEST183,2022-05-07,Confirmed,2022-06-03,2022-06-07,4.0,570.15,2280.6,2280.6,65.0,65.0,2369.6,2345.6,24.0,2369.6,1,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,27,6,Medium,Friday,False
TEST184,2022-05-06,Confirmed,2022-05-19,2022-05-22,3.0,644.16,1932.48,1932.48,65.0,65.0,2018.48,1997.48,21.0,2018.48,7,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,13,5,Medium,Thursday,False
TEST185,2022-05-05,Confirmed,2022-05-27,2022-06-01,5.0,250.76,1253.8,1253.8,65.0,65.0,1353.8,1318.8,35.0,1353.8,7,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,22,5,Medium,Friday,False
TEST186,2022-05-03,Confirmed,2022-05-24,2022-05-27,3.0,98.67,296.0,296.0,127.16,127.16,435.16,423.16,12.0,435.16,2,0,0,Test home 1,123456,Test Modern apartments,Madrid,Olalahomes.com,www.olalahomes.com,21,5,Medium,Tuesday,False
TEST187,2022-05-01,Confirmed,2022-05-09,2022-05-14,5.0,321.86,1609.3,1609.3,80.0,80.0,1719.3,1689.3,30.0,1719.3,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,Olalahomes.com,www.olalahomes.com,8,5,Medium,Monday,False
TEST188,2022-04-29,Confirmed,2022-04-29,2022-05-06,7.0,221.01,1547.1,1547.1,65.0,65.0,1626.1,1612.1,14.0,1626.1,2,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,0,4,Medium,Friday,False
TEST189,2022-04-25,Confirmed,2022-04-25,2022-04-29,4.0,209.83,839.3,839.3,65.0,65.0,912.3,904.3,8.0,912.3,2,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,0,4,Medium,Monday,False
TEST190,2022-04-15,Confirmed,2022-05-06,2022-05-09,3.0,243.1,729.3,729.3,65.0,65.0,812.3,794.3,18.0,812.3,6,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,21,5,Medium,Friday,False
TEST191,2022-04-12,Confirmed,2022-04-14,2022-04-16,2.0,610.0,1220.0,1220.0,65.0,65.0,1293.0,1285.0,8.0,1293.0,4,3,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,2,4,Medium,Thursday,False
TEST192,2022-04-08,Confirmed,2022-05-15,2022-05-18,3.0,169.5,508.5,508.5,65.0,65.0,582.5,573.5,9.0,582.5,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,37,5,Medium,Sunday,True
TEST193,2022-03-25,Confirmed,2022-03-28,2022-03-30,2.0,108.0,216.0,216.0,65.0,65.0,287.0,281.0,6.0,287.0,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,3,3,Low,Monday,False
TEST194,2022-03-19,Confirmed,2022-03-21,2022-03-28,7.0,131.27,918.9,918.9,65.0,65.0,983.9,983.9,0.0,983.9,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,2,3,Low,Monday,False
TEST195,2022-03-18,Confirmed,2022-04-07,2022-04-10,3.0,269.0,807.0,807.0,65.0,65.0,893.0,872.0,21.0,893.0,7,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,20,4,Medium,Thursday,False
TEST196,2022-03-15,Confirmed,2022-04-10,2022-04-13,3.0,191.7,575.1,575.1,65.0,65.0,652.1,640.1,12.0,652.1,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,26,4,Medium,Sunday,True
TEST197,2022-03-13,Paid,2022-04-17,2022-04-22,5.0,198.0,990.0,990.0,65.0,65.0,1075.0,1055.0,20.0,1075.0,4,3,0,Test home 1,123456,Test Modern apartments,Madrid,Homeaway.com,www.vrbo.com,35,4,Medium,Sunday,True
TEST198,2022-03-13,Confirmed,2022-04-22,2022-04-25,3.0,196.9,590.7,590.7,65.0,65.0,673.7,655.7,18.0,673.7,6,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,40,4,Medium,Friday,False
TEST199,2022-03-09,Confirmed,2022-03-30,2022-04-06,7.0,147.65,1033.56,1033.56,65.0,65.0,1133.56,1098.56,35.0,1133.56,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,21,3,Low,Wednesday,False
TEST200,2022-03-06,Paid,2022-03-07,2022-03-09,2.0,74.25,148.5,148.5,65.0,65.0,217.5,213.5,4.0,217.5,2,4,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,1,3,Low,Monday,False
TEST201,2022-03-05,Confirmed,2022-03-13,2022-03-20,7.0,146.38,1024.65,1024.65,65.0,65.0,1117.65,1089.65,28.0,1117.65,2,5,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,8,3,Low,Sunday,True
TEST202,2022-02-21,Confirmed,2022-02-22,2022-02-24,2.0,87.0,174.0,174.0,65.0,65.0,251.0,239.0,12.0,251.0,6,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,1,2,Low,Tuesday,False
TEST203,2022-02-15,Confirmed,2022-03-04,2022-03-07,3.0,151.8,455.4,455.4,65.0,65.0,538.4,520.4,18.0,538.4,6,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,17,3,Low,Friday,False
TEST204,2022-02-11,Confirmed,2022-03-10,2022-03-13,3.0,128.3,384.91,384.91,65.0,65.0,467.91,449.91,18.0,467.91,4,3,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,27,3,Low,Thursday,False
TEST205,2022-02-11,Confirmed,2022-02-27,2022-03-03,4.0,216.07,864.28,864.28,246.5,246.5,1118.78,1110.78,8.0,1118.78,2,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,16,2,Low,Sunday,True
TEST206,2022-02-03,Confirmed,2022-02-03,2022-02-05,2.0,65.49,130.98,130.98,65.0,65.0,203.98,195.98,8.0,203.98,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,0,2,Low,Thursday,False
